"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2021,202101,521538,2021000636081,2496.0,2021005215381,190019,1,3,3276.0,0,0,1,20,6,1,100,0,0,6,63,1,10,1000,1,11
2021,202101,522006,2021000687440,27300.0,2021005220061,190019,1,2,28236.0,0,0,1,62,6,1,100,0,0,6,63,1,10,120000,1,11
2021,202101,522162,2021000703336,20436.0,2021005221621,230019,1,1,20436.0,2,1,1,42,1,1,100,0,0,7,71,1,10,63000,1,11
2021,202101,522162,2021000703336,20436.0,2021005221621,230019,1,2,13260.0,2,1,2,37,1,1,100,0,0,10,101,1,10,43300,1,11
2021,202101,522318,2021000718446,41340.0,2021005223181,20019,1,1,41340.0,0,0,2,20,6,1,100,0,0,6,63,1,10,20000,1,11
2021,202101,522318,2021000718446,41340.0,2021005223181,20019,1,2,23712.0,0,0,1,19,6,1,100,0,0,6,63,1,10,20000,1,11
2021,202101,522630,2021000751898,19032.0,2021005226301,10019,1,1,18876.0,0,0,2,51,1,1,100,0,0,10,101,1,10,35000,1,11
2021,202101,522630,2021000751898,19032.0,2021005226301,10019,1,2,17940.0,0,0,1,54,1,1,100,0,0,8,81,1,10,45000,1,11
2021,202101,522786,2021000770261,74880.0,2021005227861,150019,1,1,74880.0,2,1,2,35,1,1,100,0,0,10,101,1,10,70000,1,11
2021,202101,522786,2021000770261,74880.0,2021005227861,150019,1,2,79560.0,2,1,1,37,1,1,100,0,0,11,114,1,10,65000,1,11
2021,202101,523098,2021000803769,7020.0,2021005230981,20019,1,2,10608.0,0,0,1,22,6,1,100,0,0,8,81,1,10,12200,1,11
2021,202101,523254,2021000818820,10608.0,2021005232541,80019,1,3,8112.0,0,0,1,19,6,6,600,0,0,6,63,1,10,13000,1,11
2021,202101,523410,2021000837103,4680.0,2021005234101,90019,1,1,4680.0,1,0,2,35,1,1,100,0,0,10,101,1,10,65000,1,11
2021,202101,523410,2021000837103,4680.0,2021005234101,90019,1,2,6396.0,1,0,1,32,1,1,100,0,0,6,64,1,10,50000,1,11
2021,202101,523566,2021000852703,23712.0,2021005235661,130019,1,1,23868.0,2,0,2,44,4,1,100,0,0,8,81,1,10,34000,1,11
2021,202101,523566,2021000852703,23712.0,2021005235661,130019,1,2,29640.0,2,0,1,48,4,1,100,0,0,7,71,1,10,76000,1,11
2021,202101,523878,2021000886916,13260.0,2021005238781,90019,1,1,13260.0,2,0,2,29,6,1,100,0,0,8,81,1,10,24500,1,11
2021,202101,524034,2021000901543,22464.0,2021005240341,70019,1,1,22308.0,2,2,2,30,6,8,826,2,200,7,71,1,10,30000,1,11
2021,202101,524034,2021000901543,22464.0,2021005240341,70019,1,2,25116.0,2,2,1,30,6,1,100,0,0,6,65,1,10,15000,1,11
2021,202101,524502,2021000949069,21528.0,2021005245021,90019,1,1,21684.0,0,0,2,46,4,1,100,0,0,11,114,1,10,71000,1,11
2021,202101,524502,2021000949069,21528.0,2021005245021,90019,1,2,16848.0,0,0,1,39,6,1,100,0,0,7,71,1,10,55000,1,11
2021,202101,524658,2021000965895,14508.0,2021005246581,210019,1,1,14352.0,4,1,2,35,1,1,100,0,0,11,114,1,10,52000,1,11
2021,202101,524658,2021000965895,14508.0,2021005246581,210019,1,2,13104.0,4,1,1,36,1,1,100,0,0,10,101,1,10,150000,1,11
2021,202101,524814,2021000982901,37596.0,2021005248141,210019,1,1,37596.0,2,1,1,37,1,1,100,0,0,10,101,1,10,19200,1,11
2021,202101,524814,2021000982901,37596.0,2021005248141,210019,1,2,14976.0,2,1,2,34,1,1,100,0,0,10,101,1,10,34300,1,11
2021,202101,524970,2021000997825,2652.0,2021005249701,90019,1,1,2652.0,0,0,2,59,1,1,100,0,0,10,101,1,10,150000,1,11
2021,202101,524970,2021000997825,2652.0,2021005249701,90019,1,2,2340.0,0,0,1,61,1,1,100,0,0,10,101,1,10,100000,1,11
2021,202101,525126,2021001014124,5460.0,2021005251261,140019,1,1,5460.0,0,0,2,56,4,1,100,1,100,7,71,1,10,9000,1,11
2021,202101,525282,2021001032635,3120.0,2021005252821,120019,1,1,3120.0,2,2,2,22,6,1,100,0,0,7,71,1,10,360,1,11
2021,202101,525282,2021001032635,3120.0,2021005252821,120019,1,2,4524.0,2,2,1,37,6,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,525438,2021001051398,3276.0,2021005254381,60019,1,2,7176.0,0,0,2,23,1,1,100,0,0,7,71,1,10,24000,1,11
2021,202101,525438,2021001051398,3276.0,2021005254381,60019,1,3,5148.0,0,0,2,25,6,1,100,0,0,6,63,1,10,37200,1,11
2021,202101,525438,2021001051398,3276.0,2021005254381,60019,1,4,2652.0,0,0,1,22,6,1,100,0,0,6,63,1,10,44100,1,11
2021,202101,525594,2021001067984,15600.0,2021005255941,100019,1,2,26208.0,0,0,1,35,6,1,100,0,0,6,63,1,10,14500,1,11
2021,202101,525906,2021001097993,84552.0,2021005259061,130019,1,1,84552.0,0,0,1,27,6,1,100,0,0,10,101,1,10,48000,1,11
2021,202101,526686,2021001180938,8268.0,2021005266861,40019,1,1,8424.0,1,1,2,26,1,1,100,0,0,6,65,1,10,26000,1,11
2021,202101,526686,2021001180938,8268.0,2021005266861,40019,1,2,3120.0,1,1,1,32,1,1,100,0,0,6,65,1,10,28000,2,20
2021,202101,526842,2021001198474,48828.0,2021005268421,150019,1,1,48828.0,2,0,2,50,1,2,200,0,0,11,114,1,10,114000,1,11
2021,202101,526842,2021001198474,48828.0,2021005268421,150019,1,2,39312.0,2,0,1,52,1,2,200,0,0,10,101,1,10,210000,1,11
2021,202101,526998,2021001213426,2652.0,2021005269981,180019,1,1,2808.0,0,0,1,56,1,1,100,0,0,4,40,1,10,45000,1,11
2021,202101,526998,2021001213426,2652.0,2021005269981,180019,1,2,2340.0,0,0,2,56,1,1,100,0,0,6,63,1,10,45000,1,11
2021,202101,527310,2021001248853,28704.0,2021005273101,220019,1,1,28704.0,0,0,1,26,6,1,100,0,0,7,71,1,10,44500,1,11
2021,202101,527466,2021001264623,2808.0,2021005274661,40019,1,1,2652.0,2,0,2,35,6,1,100,0,0,6,63,1,10,25000,1,11
2021,202101,527934,2021001318589,2808.0,2021005279341,220019,1,1,2808.0,3,0,1,41,1,1,100,0,0,6,65,1,10,55000,1,11
2021,202101,527934,2021001318589,2808.0,2021005279341,220019,1,2,2028.0,3,0,2,36,1,1,100,0,0,7,71,1,10,35000,1,11
2021,202101,528090,2021001334555,41340.0,2021005280901,130019,1,1,41340.0,0,0,2,25,6,1,100,0,0,10,101,1,10,38500,1,11
2021,202101,528090,2021001334555,41340.0,2021005280901,130019,1,2,19344.0,0,0,1,24,6,1,100,0,0,7,71,1,10,42200,1,11
2021,202101,528246,2021001352628,7956.0,2021005282461,120019,1,1,7956.0,3,1,1,36,4,1,100,0,0,6,65,1,10,60000,1,11
2021,202101,528246,2021001352628,7956.0,2021005282461,120019,1,2,4524.0,3,1,2,27,6,1,100,0,0,6,63,1,10,40000,1,11
2021,202101,529650,2021010093868,6240.0,2021005296501,30020,4,1,6240.0,0,0,2,20,6,1,100,0,0,6,64,1,14,28700,1,12
2021,202101,530118,2021010147920,13416.0,2021005301181,70020,4,1,13416.0,0,0,1,23,6,6,610,0,0,10,101,1,10,12100,1,11
2021,202101,530430,2021000020403,12168.0,2021005304301,80220,1,1,12012.0,0,0,2,60,4,1,100,0,0,10,101,1,10,40000,1,11
2021,202101,531054,2021000093102,31044.0,2021005310541,70020,1,1,31044.0,0,0,2,38,4,1,100,1,100,10,101,1,10,7000,1,11
2021,202101,531210,2021000110376,23244.0,2021005312101,130420,1,1,23400.0,3,0,2,53,4,8,826,1,100,5,50,1,10,40000,1,11
2021,202101,531210,2021000110376,23244.0,2021005312101,130420,1,2,20280.0,0,0,1,31,6,7,700,1,100,5,50,1,10,63000,1,11
2021,202101,531366,2021000129579,10140.0,2021005313661,130420,1,3,19500.0,0,0,2,28,2,8,826,1,100,6,63,1,10,24000,1,11
2021,202101,531522,2021000149941,9828.0,2021005315221,130120,1,1,9828.0,0,0,1,23,6,1,100,0,0,6,65,1,10,25000,1,11
2021,202101,531522,2021000149941,9828.0,2021005315221,130120,1,2,9984.0,0,0,1,23,6,1,100,0,0,7,71,1,10,32000,1,11
2021,202101,532146,2021000226207,7488.0,2021005321461,10020,1,1,7488.0,0,0,2,22,6,1,100,0,0,7,71,1,10,9000,1,11
2021,202101,532146,2021000226207,7488.0,2021005321461,10020,1,2,4992.0,0,0,2,21,6,6,600,0,0,8,81,1,10,30000,1,11
2021,202101,532302,2021000245034,1404.0,2021005323021,110020,1,1,1404.0,0,0,1,44,1,1,100,0,0,6,64,1,10,45000,1,11
2021,202101,532458,2021000261822,27144.0,2021005324581,130320,1,1,27144.0,0,0,2,25,6,1,100,0,0,7,71,1,10,17000,1,11
2021,202101,532458,2021000261822,27144.0,2021005324581,130320,1,2,25272.0,0,0,1,25,6,1,100,0,0,6,61,1,10,15000,1,11
2021,202101,532458,2021000261822,27144.0,2021005324581,130320,1,3,23400.0,0,0,2,22,6,1,100,0,0,6,61,1,10,12000,1,11
2021,202101,532926,2021000319214,9360.0,2021005329261,10020,1,1,9360.0,0,0,2,41,6,1,100,0,0,10,101,1,10,68000,1,11
2021,202101,533082,2021000337425,15132.0,2021005330821,60120,1,1,15288.0,1,0,2,53,4,1,100,0,0,10,101,1,10,26400,1,11
2021,202101,533238,2021000355262,24180.0,2021005332381,70020,1,1,24336.0,0,0,2,27,6,1,100,0,0,11,114,1,10,20000,1,11
2021,202101,533394,2021000373546,9204.0,2021005333941,50020,1,2,8736.0,2,0,2,48,1,6,600,0,0,8,81,1,10,26500,1,11
2021,202101,533550,2021000393197,7020.0,2021005335501,20020,1,2,5616.0,0,0,1,57,4,1,100,0,0,6,63,1,12,3600,1,11
2021,202101,533706,2021000410695,13416.0,2021005337061,40020,1,1,13416.0,1,0,2,55,1,1,100,0,0,10,101,1,10,90000,1,11
2021,202101,533706,2021000410695,13416.0,2021005337061,40020,1,2,9672.0,1,0,1,53,1,1,100,0,0,6,63,1,10,35000,1,11
2021,202101,533862,2021000427930,31044.0,2021005338621,140020,1,1,31044.0,3,0,1,55,4,1,100,0,0,10,101,1,10,70000,1,11
2021,202101,534174,2021000466521,7956.0,2021005341741,150020,1,1,7800.0,0,0,1,65,1,1,100,0,0,8,81,1,10,50000,1,11
2021,202101,534486,2021000502334,15288.0,2021005344861,150020,1,1,15132.0,2,0,1,44,1,1,100,0,0,6,65,1,10,72000,1,11
2021,202101,534798,2021000539581,8268.0,2021005347981,110020,1,1,8268.0,2,0,2,33,1,8,802,0,0,6,63,1,10,2400,1,11
2021,202101,534798,2021000539581,8268.0,2021005347981,110020,1,2,9048.0,2,0,1,40,1,1,100,0,0,6,64,1,10,20000,1,11
2021,202101,535110,2021000572932,17160.0,2021005351101,130120,1,1,17160.0,0,0,2,49,1,1,100,0,0,11,114,1,10,64000,1,11
2021,202101,535110,2021000572932,17160.0,2021005351101,130120,1,2,14040.0,0,0,1,64,1,1,100,0,0,7,71,1,10,115000,1,11
2021,202101,535578,2021000628102,25740.0,2021005355781,130420,1,1,25584.0,0,0,1,37,6,1,100,0,0,10,101,1,10,84000,1,11
2021,202101,535890,2021000661799,11856.0,2021005358901,10020,1,1,11856.0,2,0,2,32,4,1,100,0,0,6,63,1,10,18300,1,11
2021,202101,535890,2021000661799,11856.0,2021005358901,10020,1,4,26676.0,0,0,2,20,6,1,100,0,0,6,63,1,10,35000,1,11
2021,202101,536202,2021000702808,17160.0,2021005362021,80220,1,1,17004.0,0,0,2,60,4,1,100,0,0,6,64,1,10,31600,1,11
2021,202101,536514,2021000745397,12636.0,2021005365141,60120,1,1,12636.0,2,0,2,38,1,1,100,0,0,11,114,1,10,10000,1,11
2021,202101,536514,2021000745397,12636.0,2021005365141,60120,1,2,15912.0,2,0,1,38,1,1,100,0,0,11,114,1,10,100000,1,11
2021,202101,536670,2021000764763,12168.0,2021005366701,30020,1,1,12324.0,2,0,1,41,1,8,836,0,0,6,65,1,14,130000,1,12
2021,202101,536982,2021000801209,13884.0,2021005369821,60320,1,1,13884.0,2,0,1,47,1,1,100,0,0,11,115,1,10,198000,1,11
2021,202101,536982,2021000801209,13884.0,2021005369821,60320,1,2,12480.0,2,0,2,45,1,1,100,0,0,11,115,1,10,98000,1,11
2021,202101,537138,2021000819742,12792.0,2021005371381,50020,1,1,12792.0,0,0,2,43,4,2,200,0,0,7,71,1,10,28000,1,11
2021,202101,537450,2021000857590,34164.0,2021005374501,70020,1,1,34164.0,0,0,1,60,4,1,100,0,0,10,101,1,10,0,1,11
2021,202101,537606,2021000876821,6864.0,2021005376061,140020,1,1,6864.0,2,0,1,40,4,1,100,0,0,6,65,1,10,0,1,11
2021,202101,537762,2021000898036,9360.0,2021005377621,60120,1,1,9516.0,2,0,2,46,4,1,100,0,0,11,115,1,10,234000,1,11
2021,202101,537918,2021000916124,1092.0,2021005379181,20020,1,1,1092.0,0,0,2,51,1,8,802,0,0,6,65,1,10,62000,1,11
2021,202101,538074,2021000933541,4056.0,2021005380741,20020,1,1,4056.0,0,0,2,38,1,1,100,0,0,6,64,1,10,9000,1,11
2021,202101,538074,2021000933541,4056.0,2021005380741,20020,1,2,5148.0,0,0,1,49,1,1,100,0,0,6,63,1,10,5700,1,11
2021,202101,538386,2021000968955,25428.0,2021005383861,140020,1,1,25428.0,2,1,1,45,1,1,100,0,0,6,65,1,10,65000,1,11
2021,202101,538386,2021000968955,25428.0,2021005383861,140020,1,2,39312.0,2,1,2,38,1,1,100,0,0,10,101,1,10,43000,1,11
2021,202101,538698,2021001004655,9828.0,2021005386981,90020,1,1,9828.0,1,0,1,40,4,1,100,0,0,10,101,1,10,56000,1,13
2021,202101,538698,2021001004655,9828.0,2021005386981,90020,1,4,14976.0,0,0,2,36,2,1,100,0,0,6,64,1,10,50000,1,11
2021,202101,538854,2021001023826,8112.0,2021005388541,150020,1,2,9360.0,0,0,1,40,6,1,100,0,0,6,63,1,10,30000,2,20
2021,202101,539010,2021001045211,13728.0,2021005390101,40020,1,1,13728.0,0,0,2,57,1,1,100,0,0,6,65,1,10,71000,1,11
2021,202101,539010,2021001045211,13728.0,2021005390101,40020,1,2,10608.0,0,0,1,57,1,1,100,0,0,8,81,1,10,12000,1,11
2021,202101,539322,2021001084857,24336.0,2021005393221,130120,1,1,24336.0,2,0,1,37,1,1,100,0,0,10,101,1,10,50000,1,11
2021,202101,539322,2021001084857,24336.0,2021005393221,130120,1,2,35412.0,2,0,2,33,1,8,802,1,100,10,101,1,10,48500,1,11
2021,202101,539634,2021001126579,9204.0,2021005396341,20020,1,1,9204.0,0,0,1,65,1,1,100,0,0,7,71,1,10,66000,1,11
2021,202101,539634,2021001126579,9204.0,2021005396341,20020,1,2,7956.0,0,0,2,63,1,1,100,0,0,8,81,1,10,15000,1,11
2021,202101,539790,2021001148061,15132.0,2021005397901,130120,1,1,14976.0,0,0,2,28,6,1,100,0,0,11,114,1,10,48000,1,11
2021,202101,539946,2021001166085,3744.0,2021005399461,130420,1,1,3744.0,0,0,2,53,4,1,100,0,0,6,63,1,10,64000,1,11
2021,202101,539946,2021001166085,3744.0,2021005399461,130420,1,2,5460.0,0,0,1,52,4,1,100,0,0,11,114,1,10,50000,1,11
2021,202101,540258,2021001206239,13728.0,2021005402581,60220,1,3,20592.0,0,0,1,56,4,1,100,0,0,6,63,1,12,18200,1,11
2021,202101,540414,2021001223635,6396.0,2021005404141,120020,1,1,6396.0,2,0,1,28,1,1,100,0,0,8,81,1,10,70000,1,11
2021,202101,540570,2021001242289,6084.0,2021005405701,30020,1,2,9048.0,0,0,1,22,6,1,100,0,0,6,63,1,10,45000,1,11
2021,202101,541038,2021001296492,32760.0,2021005410381,40020,1,1,32604.0,2,0,2,34,6,2,200,0,0,6,63,1,10,15000,1,11
2021,202101,541194,2021001313557,48828.0,2021005411941,60120,1,1,48672.0,2,2,1,36,1,1,100,0,0,10,101,1,10,64000,1,11
2021,202101,541194,2021001313557,48828.0,2021005411941,60120,1,2,38376.0,2,2,2,35,1,1,100,0,0,11,114,1,10,107000,1,11
2021,202101,541350,2021001333304,11700.0,2021005413501,10020,1,1,11700.0,0,0,1,24,6,1,100,0,0,6,63,1,10,25000,1,11
2021,202101,541350,2021001333304,11700.0,2021005413501,10020,1,2,5616.0,0,0,1,21,6,8,802,0,0,6,65,1,10,25000,1,11
2021,202101,541506,2021001351515,42276.0,2021005415061,130320,1,1,42276.0,0,0,2,33,1,1,100,0,0,10,101,1,10,52000,1,11
2021,202101,541506,2021001351515,42276.0,2021005415061,130320,1,2,44616.0,0,0,1,36,1,1,100,0,0,10,101,1,10,48000,1,11
2021,202101,541974,2021001403823,2964.0,2021005419741,110020,1,1,2964.0,1,0,2,48,1,1,100,0,0,11,114,1,10,53000,1,11
2021,202101,541974,2021001403823,2964.0,2021005419741,110020,1,2,5304.0,1,0,1,65,1,1,100,0,0,6,63,1,10,0,1,11
2021,202101,542130,2021010003566,2184.0,2021005421301,130021,4,1,2184.0,0,0,1,34,4,1,100,0,0,6,65,1,14,19000,1,12
2021,202101,542598,2021010035658,13728.0,2021005425981,10021,4,1,13728.0,0,0,2,19,6,1,100,0,0,7,71,1,10,7200,1,11
2021,202101,544470,2021000008127,2496.0,2021005444701,280021,1,1,2340.0,0,0,1,64,1,1,100,0,0,6,64,1,10,58000,2,20
2021,202101,544470,2021000008127,2496.0,2021005444701,280021,1,2,2964.0,0,0,2,57,1,1,100,0,0,6,65,1,10,0,1,11
2021,202101,544626,2021000019845,8580.0,2021005446261,30021,1,1,8424.0,1,0,2,33,6,2,200,0,0,8,81,1,10,13000,1,11
2021,202101,544782,2021000031401,27456.0,2021005447821,30021,1,1,27612.0,0,0,1,24,1,1,100,0,0,7,71,1,14,40000,1,12
2021,202101,544782,2021000031401,27456.0,2021005447821,30021,1,2,18564.0,0,0,2,24,1,1,100,0,0,6,63,1,10,27700,1,11
2021,202101,544938,2021000042504,19032.0,2021005449381,190221,1,1,19032.0,0,0,1,57,4,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,544938,2021000042504,19032.0,2021005449381,190221,1,2,16536.0,0,0,1,55,6,1,100,0,0,7,71,1,10,22000,1,11
2021,202101,545406,2021000077792,21996.0,2021005454061,60021,1,1,22152.0,6,0,1,33,4,1,100,0,0,6,63,1,10,40000,1,11
2021,202101,545406,2021000077792,21996.0,2021005454061,60021,1,2,22152.0,6,0,2,37,4,1,100,0,0,7,71,1,10,3800,1,11
2021,202101,545406,2021000077792,21996.0,2021005454061,60021,1,8,8268.0,0,0,1,18,6,1,100,0,0,5,50,1,10,9000,1,11
2021,202101,545718,2021000102778,40092.0,2021005457181,100021,1,2,21528.0,0,0,1,24,6,1,100,0,0,11,114,1,10,19000,1,11
2021,202101,545874,2021000114939,6864.0,2021005458741,280021,1,1,6708.0,0,0,1,53,1,1,100,0,0,6,63,1,10,24700,1,11
2021,202101,546030,2021000126995,22464.0,2021005460301,280021,1,1,22620.0,0,0,2,58,1,1,100,0,0,8,81,1,10,32000,1,11
2021,202101,546186,2021000138130,10452.0,2021005461861,170221,1,1,10608.0,0,0,1,49,1,1,100,0,0,6,65,1,10,50000,1,11
2021,202101,546186,2021000138130,10452.0,2021005461861,170221,1,2,8736.0,0,0,2,50,1,1,100,0,0,10,101,1,10,47000,1,11
2021,202101,546342,2021000149426,3900.0,2021005463421,260021,1,1,3900.0,0,0,2,52,6,2,200,0,0,8,81,1,10,6000,1,11
2021,202101,546498,2021000161351,1716.0,2021005464981,270021,1,1,1560.0,0,0,2,31,1,1,100,0,0,10,101,1,10,37700,1,11
2021,202101,546498,2021000161351,1716.0,2021005464981,270021,1,2,1716.0,0,0,1,35,1,1,100,0,0,7,71,1,10,40000,1,11
2021,202101,546810,2021000185610,8424.0,2021005468101,150021,1,1,8424.0,0,0,2,26,6,1,100,0,0,8,81,1,10,27000,1,11
2021,202101,546966,2021000198185,7332.0,2021005469661,180021,1,1,7332.0,2,0,1,41,1,7,700,0,0,10,101,1,10,397000,1,11
2021,202101,547122,2021000209837,8736.0,2021005471221,20021,1,1,8892.0,3,2,1,28,6,1,100,0,0,6,65,1,10,36600,1,11
2021,202101,547278,2021000221323,5148.0,2021005472781,170321,1,1,5148.0,3,0,1,51,4,1,100,0,0,10,101,1,10,35000,1,11
2021,202101,547902,2021000270752,12324.0,2021005479021,250021,1,2,20280.0,3,0,1,35,1,1,100,0,0,8,81,1,10,90000,1,11
2021,202101,548058,2021000281769,10296.0,2021005480581,170121,1,2,7020.0,2,0,1,53,4,2,200,0,0,6,63,1,10,36000,1,11
2021,202101,548058,2021000281769,10296.0,2021005480581,170121,1,3,9828.0,0,0,1,19,6,8,801,0,0,6,63,1,10,22000,1,11
2021,202101,548370,2021000305895,11856.0,2021005483701,190221,1,1,11856.0,0,0,2,23,6,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,548370,2021000305895,11856.0,2021005483701,190221,1,2,32448.0,0,0,1,23,6,8,802,0,0,7,71,1,10,10000,1,11
2021,202101,548682,2021000331331,8736.0,2021005486821,220021,1,1,8892.0,2,0,1,50,1,1,100,0,0,7,71,1,10,62000,1,11
2021,202101,548682,2021000331331,8736.0,2021005486821,220021,1,2,5616.0,2,0,2,43,1,8,802,0,0,6,65,1,10,24000,1,11
2021,202101,548838,2021000342204,25896.0,2021005488381,240021,1,1,25896.0,0,0,2,54,1,1,100,0,0,8,81,1,10,35400,1,11
2021,202101,548838,2021000342204,25896.0,2021005488381,240021,1,2,18720.0,0,0,1,56,1,1,100,0,0,4,40,1,10,36600,1,11
2021,202101,548838,2021000342204,25896.0,2021005488381,240021,1,3,30264.0,0,0,1,20,6,1,100,0,0,6,63,1,10,45000,1,11
2021,202101,549150,2021000364774,15288.0,2021005491501,250021,1,1,15132.0,0,0,2,53,1,1,100,0,0,6,63,1,10,21000,1,11
2021,202101,549150,2021000364774,15288.0,2021005491501,250021,1,2,14664.0,0,0,1,52,1,1,100,0,0,6,63,1,10,100000,1,11
2021,202101,549462,2021000388954,5928.0,2021005494621,170521,1,1,5772.0,0,0,1,60,4,1,100,0,0,6,64,1,10,2700,1,11
2021,202101,549462,2021000388954,5928.0,2021005494621,170521,1,2,5460.0,0,0,2,60,4,1,100,0,0,6,63,1,10,70000,1,11
2021,202101,549618,2021000400194,15132.0,2021005496181,10021,1,1,15288.0,0,0,1,63,1,1,100,0,0,11,114,1,10,74000,1,11
2021,202101,549774,2021000412338,12012.0,2021005497741,190221,1,1,12012.0,2,0,1,32,1,1,100,0,0,6,64,1,10,0,1,11
2021,202101,549930,2021000424816,15132.0,2021005499301,50021,1,1,15288.0,0,0,2,64,6,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,550086,2021000437043,5772.0,2021005500861,200021,1,2,8580.0,3,0,1,31,1,1,100,0,0,6,65,1,10,108000,1,11
2021,202101,550398,2021000461412,25896.0,2021005503981,170621,1,1,25896.0,2,1,2,33,1,1,100,0,0,7,71,1,10,28000,1,11
2021,202101,550398,2021000461412,25896.0,2021005503981,170621,1,2,21684.0,2,1,1,36,1,1,100,0,0,6,63,1,10,48000,1,11
2021,202101,550710,2021000487275,9204.0,2021005507101,160021,1,1,9048.0,0,0,1,32,1,1,100,0,0,10,101,1,10,55000,2,20
2021,202101,550710,2021000487275,9204.0,2021005507101,160021,1,2,9048.0,0,0,2,29,1,1,100,0,0,11,114,1,10,37000,1,11
2021,202101,551022,2021000513682,10608.0,2021005510221,70021,1,1,10452.0,0,0,1,59,1,1,100,0,0,6,63,1,10,16000,1,11
2021,202101,551022,2021000513682,10608.0,2021005510221,70021,1,2,9360.0,0,0,2,60,1,1,100,0,0,8,81,1,10,42000,1,11
2021,202101,551178,2021000525841,7488.0,2021005511781,190221,1,2,7488.0,0,0,2,65,1,1,100,0,0,8,81,1,10,5000,1,11
2021,202101,551490,2021000550540,2652.0,2021005514901,150021,1,1,2652.0,0,0,2,61,1,1,100,0,0,8,81,1,10,28000,1,11
2021,202101,551490,2021000550540,2652.0,2021005514901,150021,1,2,2028.0,0,0,1,58,1,1,100,0,0,6,63,1,10,32000,1,11
2021,202101,551646,2021000564036,3744.0,2021005516461,150021,1,1,3744.0,0,0,1,60,4,1,100,0,0,6,63,1,10,50000,1,11
2021,202101,551958,2021000587141,35256.0,2021005519581,240021,1,1,35256.0,0,0,2,63,1,1,100,0,0,6,64,1,10,17000,1,11
2021,202101,552114,2021000597633,22776.0,2021005521141,240021,1,1,22776.0,0,0,1,59,6,1,100,0,0,10,101,1,10,63000,1,11
2021,202101,552114,2021000597633,22776.0,2021005521141,240021,1,2,32292.0,0,0,2,60,4,1,100,0,0,6,63,1,12,0,1,11
2021,202101,552270,2021000610323,23088.0,2021005522701,230021,1,2,14976.0,2,0,2,37,1,1,100,0,0,7,71,1,10,0,1,11
2021,202101,552426,2021000624025,45240.0,2021005524261,170621,1,2,34320.0,0,0,2,51,6,6,640,0,0,10,101,1,10,16500,1,11
2021,202101,552426,2021000624025,45240.0,2021005524261,170621,1,3,31980.0,0,0,2,46,6,6,640,0,0,6,63,1,10,34000,1,11
2021,202101,552426,2021000624025,45240.0,2021005524261,170621,1,4,54288.0,3,0,1,40,4,6,640,0,0,11,114,1,10,16000,1,11
2021,202101,552738,2021000647384,30420.0,2021005527381,30021,1,1,30420.0,0,0,1,21,1,1,100,0,0,0,2,1,14,25000,1,12
2021,202101,552894,2021000659988,44304.0,2021005528941,40021,1,1,44304.0,6,2,1,32,1,1,100,0,0,2,26,1,10,35000,1,11
2021,202101,553206,2021000682604,51168.0,2021005532061,140021,1,1,51168.0,0,0,1,56,1,1,100,0,0,6,64,1,10,26000,1,11
2021,202101,553206,2021000682604,51168.0,2021005532061,140021,1,2,30420.0,0,0,2,49,1,1,100,0,0,6,63,1,10,34000,1,11
2021,202101,553518,2021000704313,13728.0,2021005535181,280021,1,1,13572.0,0,0,2,57,4,1,100,0,0,8,81,1,10,68000,1,11
2021,202101,553830,2021000728482,7644.0,2021005538301,160021,1,1,7488.0,0,0,1,62,1,1,100,0,0,6,63,1,10,60000,1,11
2021,202101,553986,2021000741143,12168.0,2021005539861,20021,1,1,12324.0,0,0,2,53,4,1,100,0,0,6,63,1,10,20800,1,11
2021,202101,554454,2021000774504,3432.0,2021005544541,170321,1,1,3432.0,0,0,1,59,4,1,100,0,0,10,101,1,10,52000,1,11
2021,202101,554610,2021000787718,11388.0,2021005546101,170321,1,1,11544.0,1,0,1,63,1,1,100,0,0,11,115,1,10,397000,1,11
2021,202101,554610,2021000787718,11388.0,2021005546101,170321,1,2,12636.0,1,0,2,62,1,8,802,0,0,11,115,1,10,200000,1,11
2021,202101,554610,2021000787718,11388.0,2021005546101,170321,1,3,12012.0,0,0,2,27,1,1,100,0,0,10,101,1,10,140000,1,11
2021,202101,554610,2021000787718,11388.0,2021005546101,170321,1,4,9048.0,0,0,1,31,1,1,100,0,0,10,101,1,10,120000,1,11
2021,202101,554766,2021000799447,7956.0,2021005547661,80021,1,1,8112.0,3,0,1,37,1,1,100,0,0,11,115,1,10,80000,1,11
2021,202101,554766,2021000799447,7956.0,2021005547661,80021,1,2,11388.0,3,0,2,35,1,1,100,0,0,11,114,1,10,48000,1,11
2021,202101,555078,2021000823443,4524.0,2021005550781,170421,1,1,4524.0,0,0,1,29,1,1,100,0,0,10,101,1,10,55000,1,11
2021,202101,555234,2021000835566,12168.0,2021005552341,200021,1,1,12168.0,0,0,1,62,1,1,100,0,0,10,101,1,10,160000,1,11
